201501;SS12150246;20150102090059;Dúvida;20150106191442;1;0;20 - VERBAS MKT E VENDAS;20150107150000
201501;SS12150262;20150102090318;Problema;20150108120510;1;0;1G - SDG DESEMPENHO GERENCIAL;20150108200000
201501;SS12150311;20150102091356;Ad-hoc;20150106191914;1;0;20 - VERBAS MKT E VENDAS;20150112120000
201501;SS12150370;20150102092830;Dúvida;20150102125317;1;0;PCA - MARCACAO DE PEDIDOS;20150102152957
201501;SS12150573;20150102100535;Ad-hoc;20150102130853;1;0;28 - SISTEMA DE PRECOS;20150102220954
201501;SS12150621;20150102101528;Dúvida;20150105131945;1;0;SE SUITE;20150106120000
201501;SS12150622;20150102101545;Ad-hoc;20150102122206;1;0;1O - CUBO - OBZ;20150106200000
201501;SS12150759;20150102103953;Operação de Negócio;20150102150015;1;0;3M - MES - MANUFACTURING EXECUTION SYSTEM;20150106200000
201501;SS12151360;20150102123033;Erro;20150104231342;1;0;EG - 0W - WORKFLOW CENTRAL DE CADASTROS;20150105140000
201501;SS12151660;20150102140625;Dúvida;20150102154820;1;0;2V - VENDAS E FORNECIMENTO;20150105200000
201501;SS12151667;20150102140947;Ad-hoc;20150102184824;1;0;7L - CR BRASIL;20150102201052
201501;SS12151977;20150102152031;Ad-hoc;20150105151003;1;0;1O - CUBO - OBZ;20150106200000
201501;SS12152088;20150102154400;Ad-hoc;20150102181133;1;0;7L - CR BRASIL;20150103034500
201501;SS12152131;20150102155139;Ad-hoc;20150102173036;1;0;2W - CONDICOES COMERCIAIS;20150103035500
201501;SS12152172;20150102160003;Indisponibilidade;20150102215150;1;0;PCA - MARCACAO DE PEDIDOS;20150103040100
201501;SS12152243;20150102161336;Indisponibilidade;20150102171947;1;0;PCA - MARCACAO DE PEDIDOS;20150102191525
201501;SS12152246;20150102161417;Indisponibilidade;20150102171823;1;0;PCA - MARCACAO DE PEDIDOS;20150102191512
201501;SS12152250;20150102161535;Indisponibilidade;20150102172043;1;0;PCA - MARCACAO DE PEDIDOS;20150102191917
201501;SS12152252;20150102161545;Indisponibilidade;20150102172114;1;0;PCA - MARCACAO DE PEDIDOS;20150102191659
201501;SS12152257;20150102161607;Indisponibilidade;20150102172413;1;0;PCA - MARCACAO DE PEDIDOS;20150102191754
201501;SS12152271;20150102161943;Indisponibilidade;20150102172440;1;0;PCA - MARCACAO DE PEDIDOS;20150102192007
